SIM CODE  	DATE      	IRRIGATION     	RUNOFF         	INFILTRATION   	DRAINAGE       	SOIL EVAP      	RES EVAP       	SNOW SUB       	TRANSPIRATION  	SMC            	SMC            	SMC            	SMC            	SMC            	SMC            	SMC            	SMC            	SMC            
-         	-         	-              	-              	-              	-              	-              	-              	-              	-              	LAYER 1        	LAYER 2        	LAYER 3        	LAYER 4        	LAYER 5        	LAYER 6        	LAYER 7        	LAYER 8        	LAYER 9        
-         	YYYY-MM-DD	mm/day         	mm/day         	mm/day         	mm/day         	mm/day         	mm/day         	mm/day         	mm/day         	m3/m3          	m3/m3          	m3/m3          	m3/m3          	m3/m3          	m3/m3          	m3/m3          	m3/m3          	m3/m3          
RenoT0Control	2008-04-23	0.000000       	0.000000       	0.000000       	10.194727      	4.056627       	0.000000       	0.000000       	0.000000       	0.131002       	0.230965       	0.242039       	0.242039       	0.267273       	0.267273       	0.261771       	0.261771       	0.285472       
RenoT0Control	2008-04-24	0.000000       	0.000000       	4.400000       	7.229389       	2.243908       	0.000000       	0.000000       	0.000000       	0.209191       	0.203750       	0.237109       	0.240641       	0.266771       	0.267133       	0.261728       	0.261759       	0.249319       
RenoT0Control	2008-04-25	0.000000       	0.000000       	0.200000       	3.288996       	3.497478       	0.000000       	0.000000       	0.000000       	0.143242       	0.203750       	0.237109       	0.240641       	0.266771       	0.267133       	0.261728       	0.261759       	0.232874       
RenoT0Control	2008-04-26	0.000000       	0.000000       	0.000000       	2.296746       	1.897821       	0.000000       	0.000000       	0.000000       	0.128301       	0.188115       	0.232603       	0.239278       	0.266274       	0.266994       	0.261684       	0.261747       	0.221386       
RenoT0Control	2008-04-27	0.000000       	0.000000       	0.000000       	1.794905       	1.339983       	0.000000       	0.000000       	0.000000       	0.119416       	0.177173       	0.228462       	0.237949       	0.265781       	0.266856       	0.261641       	0.261735       	0.212408       
RenoT0Control	2008-04-28	0.000000       	0.000000       	0.200000       	1.142033       	1.063197       	0.000000       	0.000000       	0.000000       	0.117120       	0.168823       	0.224634       	0.236652       	0.265292       	0.266717       	0.261597       	0.261723       	0.206694       
RenoT0Control	2008-04-29	0.000000       	0.000000       	0.400000       	0.000000       	0.937036       	0.000000       	0.000000       	0.000000       	0.119389       	0.162116       	0.221081       	0.235385       	0.264806       	0.266579       	0.261554       	0.261711       	0.206690       
RenoT0Control	2008-04-30	0.000000       	0.000000       	1.200000       	0.000000       	0.894307       	0.000000       	0.000000       	0.000000       	0.137100       	0.156544       	0.217769       	0.234148       	0.264325       	0.266442       	0.261511       	0.261699       	0.206686       
RenoT0Control	2008-05-01	0.000000       	0.000000       	0.000000       	0.000000       	1.134240       	0.000000       	0.000000       	0.000000       	0.124935       	0.151799       	0.214670       	0.232939       	0.263847       	0.266304       	0.261467       	0.261687       	0.206682       
RenoT0Control	2008-05-02	0.000000       	0.000000       	0.000000       	0.000000       	0.874523       	0.000000       	0.000000       	0.000000       	0.117110       	0.147682       	0.211762       	0.231757       	0.263373       	0.266167       	0.261424       	0.261675       	0.206679       
RenoT0Control	2008-05-03	0.000000       	0.000000       	0.000000       	0.000000       	0.734806       	0.000000       	0.000000       	0.000000       	0.111382       	0.144059       	0.209024       	0.230601       	0.262902       	0.266030       	0.261381       	0.261663       	0.206675       
RenoT0Control	2008-05-04	0.000000       	0.000000       	0.000000       	0.000000       	0.643481       	0.000000       	0.000000       	0.000000       	0.106898       	0.140832       	0.206439       	0.229471       	0.262435       	0.265894       	0.261337       	0.261651       	0.206671       
RenoT0Control	2008-05-05	0.000000       	0.000000       	0.000000       	0.000000       	0.577569       	0.000000       	0.000000       	0.000000       	0.103236       	0.137929       	0.203994       	0.228364       	0.261972       	0.265758       	0.261294       	0.261638       	0.206667       
RenoT0Control	2008-05-06	0.000000       	0.000000       	0.000000       	0.000000       	0.527027       	0.000000       	0.000000       	0.000000       	0.100157       	0.135296       	0.201675       	0.227281       	0.261512       	0.265622       	0.261251       	0.261626       	0.206664       
RenoT0Control	2008-05-07	0.000000       	0.000000       	0.000000       	0.000000       	0.486650       	0.000000       	0.000000       	0.000000       	0.097513       	0.132892       	0.199471       	0.226220       	0.261056       	0.265486       	0.261208       	0.261614       	0.206660       
RenoT0Control	2008-05-08	0.000000       	0.000000       	0.000000       	0.000000       	0.453423       	0.000000       	0.000000       	0.000000       	0.095203       	0.130683       	0.197372       	0.225181       	0.260603       	0.265351       	0.261165       	0.261602       	0.206656       
RenoT0Control	2008-05-09	0.000000       	0.000000       	0.000000       	0.000000       	0.425462       	0.000000       	0.000000       	0.000000       	0.093158       	0.128643       	0.195370       	0.224163       	0.260153       	0.265216       	0.261122       	0.261590       	0.206652       
RenoT0Control	2008-05-10	0.000000       	0.000000       	0.000000       	0.000000       	0.401514       	0.000000       	0.000000       	0.000000       	0.091329       	0.126751       	0.193457       	0.223165       	0.259707       	0.265081       	0.261079       	0.261578       	0.206649       
RenoT0Control	2008-05-11	0.000000       	0.000000       	14.000000      	0.000000       	0.380710       	0.000000       	0.000000       	0.000000       	0.242039       	0.242039       	0.202213       	0.222186       	0.259264       	0.264947       	0.261036       	0.261566       	0.206645       
RenoT0Control	2008-05-12	0.000000       	0.000000       	0.000000       	0.000000       	3.915551       	0.000000       	0.000000       	0.000000       	0.163728       	0.242039       	0.202213       	0.222186       	0.259264       	0.264947       	0.261036       	0.261566       	0.206645       
RenoT0Control	2008-05-13	0.000000       	0.000000       	0.000000       	0.000000       	3.285312       	0.000000       	0.000000       	0.000000       	0.136009       	0.208624       	0.199982       	0.221226       	0.258825       	0.264813       	0.260993       	0.261554       	0.206641       
RenoT0Control	2008-05-14	0.000000       	0.000000       	0.000000       	0.000000       	1.676169       	0.000000       	0.000000       	0.000000       	0.124294       	0.191256       	0.197859       	0.220284       	0.258388       	0.264679       	0.260950       	0.261542       	0.206637       
RenoT0Control	2008-05-15	0.000000       	0.000000       	0.000000       	0.000000       	1.186833       	0.000000       	0.000000       	0.000000       	0.116659       	0.179471       	0.195835       	0.219360       	0.257955       	0.264545       	0.260907       	0.261530       	0.206634       
RenoT0Control	2008-05-16	0.000000       	0.000000       	7.400000       	0.000000       	0.933766       	0.000000       	0.000000       	0.000000       	0.242039       	0.187617       	0.193902       	0.218453       	0.257525       	0.264412       	0.260864       	0.261518       	0.206630       
RenoT0Control	2008-05-17	0.000000       	0.000000       	3.400000       	0.000000       	1.529659       	0.000000       	0.000000       	0.000000       	0.242039       	0.225024       	0.193902       	0.218453       	0.257525       	0.264412       	0.260864       	0.261518       	0.206630       
RenoT0Control	2008-05-18	0.000000       	0.000000       	5.600000       	0.000000       	2.718367       	0.000000       	0.000000       	0.000000       	0.242039       	0.242039       	0.242039       	0.210934       	0.257525       	0.264412       	0.260864       	0.261518       	0.206630       
RenoT0Control	2008-05-19	0.000000       	0.000000       	1.000000       	0.000000       	2.976628       	0.000000       	0.000000       	0.000000       	0.202506       	0.242039       	0.242039       	0.210934       	0.257525       	0.264412       	0.260864       	0.261518       	0.206630       
RenoT0Control	2008-05-20	0.000000       	0.000000       	11.400000      	0.000000       	1.654351       	0.000000       	0.000000       	0.000000       	0.242039       	0.242039       	0.242039       	0.248100       	0.278661       	0.290216       	0.266948       	0.261518       	0.206630       
RenoT0Control	2008-05-21	0.000000       	0.000000       	4.800000       	1.468385       	2.897757       	0.000000       	0.000000       	0.000000       	0.242039       	0.242039       	0.242039       	0.242039       	0.267273       	0.268114       	0.262328       	0.262343       	0.230854       
RenoT0Control	2008-05-22	0.000000       	1.206759       	18.593242      	2.185550       	3.610031       	0.000000       	0.000000       	0.000000       	0.242039       	0.259420       	0.288696       	0.305103       	0.291555       	0.282529       	0.266368       	0.265037       	0.236984       
RenoT0Control	2008-05-23	0.000000       	0.000000       	6.400000       	3.215968       	3.623793       	0.000000       	0.000000       	0.000000       	0.242039       	0.242039       	0.265156       	0.277225       	0.269097       	0.279039       	0.271199       	0.266976       	0.258189       
RenoT0Control	2008-05-24	0.000000       	0.000000       	3.600000       	4.824510       	0.827967       	0.000000       	0.000000       	0.000000       	0.242039       	0.242039       	0.251852       	0.263134       	0.268819       	0.268831       	0.262556       	0.263437       	0.272201       
RenoT0Control	2008-05-25	0.000000       	0.000000       	7.800000       	5.182927       	1.224287       	0.000000       	0.000000       	0.000000       	0.242039       	0.265402       	0.276915       	0.271242       	0.269044       	0.269025       	0.262637       	0.262625       	0.265554       
RenoT0Control	2008-05-26	0.000000       	0.077253       	11.722748      	4.908386       	1.284492       	0.000000       	0.000000       	0.000000       	0.242039       	0.270248       	0.293578       	0.304907       	0.279187       	0.273106       	0.263520       	0.263281       	0.270757       
RenoT0Control	2008-05-27	0.000000       	0.000000       	0.400000       	5.842102       	2.503091       	0.000000       	0.000000       	0.002506       	0.199965       	0.242039       	0.242039       	0.263739       	0.268596       	0.269014       	0.264574       	0.263796       	0.277538       
RenoT0Control	2008-05-28	0.000000       	0.000000       	0.000000       	5.908341       	2.920618       	0.000000       	0.000000       	0.005124       	0.141530       	0.242018       	0.242021       	0.242039       	0.267273       	0.267273       	0.261771       	0.261771       	0.259773       
RenoT0Control	2008-05-29	0.000000       	0.000000       	7.800000       	3.663283       	1.432173       	0.000000       	0.000000       	0.004443       	0.242039       	0.242039       	0.244912       	0.265909       	0.267261       	0.267273       	0.261771       	0.261771       	0.241456       
RenoT0Control	2008-05-30	0.000000       	0.000000       	4.000000       	2.724712       	3.735488       	0.000000       	0.000000       	0.016790       	0.242039       	0.242039       	0.242039       	0.242039       	0.267273       	0.267273       	0.261771       	0.261771       	0.235751       
RenoT0Control	2008-05-31	0.000000       	0.000000       	0.000000       	2.444907       	4.009354       	0.000000       	0.000000       	0.032538       	0.161701       	0.241909       	0.241927       	0.241943       	0.267195       	0.267270       	0.261771       	0.261771       	0.223526       
RenoT0Control	2008-06-01	0.000000       	0.000000       	0.000000       	1.878522       	3.355774       	0.000000       	0.000000       	0.040169       	0.135478       	0.208507       	0.236877       	0.240428       	0.266598       	0.267122       	0.261728       	0.261759       	0.214130       
RenoT0Control	2008-06-02	0.000000       	0.000000       	12.200000      	1.470952       	1.802808       	0.000000       	0.000000       	0.038166       	0.242039       	0.242039       	0.242039       	0.297882       	0.269105       	0.266969       	0.261684       	0.261747       	0.206771       
RenoT0Control	2008-06-03	0.000000       	0.000000       	0.400000       	1.287689       	4.426188       	0.000000       	0.000000       	0.086241       	0.161130       	0.241707       	0.241754       	0.242039       	0.267273       	0.267273       	0.261771       	0.261771       	0.214766       
RenoT0Control	2008-06-04	0.000000       	0.000000       	8.800000       	1.492286       	2.699432       	0.000000       	0.000000       	0.063333       	0.242039       	0.242039       	0.255458       	0.268213       	0.267123       	0.267236       	0.261771       	0.261771       	0.207305       
RenoT0Control	2008-06-05	0.000000       	0.000000       	2.200000       	1.270047       	2.233582       	0.000000       	0.000000       	0.063348       	0.241092       	0.241802       	0.242039       	0.242039       	0.267273       	0.267273       	0.261771       	0.261771       	0.210570       
RenoT0Control	2008-06-06	0.000000       	0.000000       	3.400000       	0.999345       	3.012315       	0.000000       	0.000000       	0.104453       	0.242039       	0.242039       	0.242039       	0.242039       	0.267273       	0.267273       	0.261771       	0.261771       	0.206694       
RenoT0Control	2008-06-07	0.000000       	0.722755       	16.677245      	0.952747       	2.912856       	0.000000       	0.000000       	0.121906       	0.242039       	0.242039       	0.242039       	0.242039       	0.267273       	0.300829       	0.283673       	0.267882       	0.225351       
RenoT0Control	2008-06-08	0.000000       	25.555055      	36.044945      	2.700838       	2.148375       	0.000000       	0.000000       	0.105889       	0.242039       	0.271064       	0.294080       	0.296245       	0.275565       	0.287710       	0.318280       	0.318319       	0.264353       
RenoT0Control	2008-06-09	0.000000       	1.630547       	17.969453      	7.976183       	3.892850       	0.000000       	0.000000       	0.231648       	0.242039       	0.245464       	0.275659       	0.281000       	0.274566       	0.302551       	0.314903       	0.314963       	0.308324       
RenoT0Control	2008-06-10	0.000000       	0.000000       	0.000000       	14.030565      	3.755910       	0.000000       	0.000000       	0.270733       	0.165852       	0.242039       	0.242039       	0.242039       	0.267273       	0.267273       	0.286013       	0.304802       	0.316424       
RenoT0Control	2008-06-11	0.000000       	0.000000       	0.000000       	14.333740      	3.425483       	0.000000       	0.000000       	0.414215       	0.136149       	0.208054       	0.235996       	0.239617       	0.265936       	0.266511       	0.261771       	0.264554       	0.309134       
RenoT0Control	2008-06-12	0.000000       	0.000000       	0.000000       	11.944448      	1.746809       	0.000000       	0.000000       	0.444761       	0.123543       	0.189945       	0.230374       	0.237172       	0.264544       	0.265701       	0.261628       	0.261771       	0.252176       
RenoT0Control	2008-06-13	0.000000       	1.147982       	29.452018      	3.085212       	1.224405       	0.000000       	0.000000       	0.541982       	0.242039       	0.242039       	0.269702       	0.278003       	0.278001       	0.305744       	0.288910       	0.273408       	0.246822       
RenoT0Control	2008-06-14	0.000000       	0.000000       	3.800000       	4.171231       	3.829508       	0.000000       	0.000000       	0.548606       	0.239457       	0.240325       	0.242039       	0.242039       	0.267273       	0.267273       	0.275298       	0.280535       	0.271141       
RenoT0Control	2008-06-15	0.000000       	0.000000       	0.000000       	6.258490       	2.136607       	0.000000       	0.000000       	0.350257       	0.195469       	0.239243       	0.241105       	0.241235       	0.266629       	0.266796       	0.261771       	0.261771       	0.271967       
RenoT0Control	2008-06-16	0.000000       	0.000000       	2.000000       	5.400663       	1.147515       	0.000000       	0.000000       	0.208945       	0.211876       	0.238590       	0.240541       	0.240750       	0.266239       	0.266507       	0.261652       	0.261771       	0.244964       
RenoT0Control	2008-06-17	0.000000       	0.000000       	0.600000       	2.989509       	2.375383       	0.000000       	0.000000       	0.470790       	0.174786       	0.237174       	0.239320       	0.239698       	0.265396       	0.265882       	0.261349       	0.261771       	0.230016       
RenoT0Control	2008-06-18	0.000000       	0.000000       	0.200000       	2.159147       	3.557298       	0.000000       	0.000000       	0.865467       	0.141298       	0.205459       	0.232605       	0.236502       	0.263398       	0.264619       	0.260661       	0.261759       	0.219216       
RenoT0Control	2008-06-19	0.000000       	0.000000       	0.000000       	1.714297       	1.731667       	0.000000       	0.000000       	0.967015       	0.125773       	0.187401       	0.226194       	0.233168       	0.261239       	0.263228       	0.259805       	0.261733       	0.210641       
RenoT0Control	2008-06-20	0.000000       	0.000000       	0.000000       	0.788667       	1.162690       	0.000000       	0.000000       	1.061423       	0.115763       	0.174410       	0.220043       	0.229718       	0.258941       	0.261723       	0.258875       	0.261598       	0.206694       
RenoT0Control	2008-06-21	0.000000       	0.000000       	0.000000       	0.000000       	0.880105       	0.000000       	0.000000       	1.020099       	0.108539       	0.164386       	0.214402       	0.226433       	0.256732       	0.260274       	0.257979       	0.261369       	0.206690       
RenoT0Control	2008-06-22	0.000000       	0.000000       	0.000000       	0.000000       	0.701777       	0.000000       	0.000000       	1.095968       	0.102706       	0.155986       	0.208948       	0.223074       	0.254423       	0.258742       	0.257028       	0.261018       	0.206686       
RenoT0Control	2008-06-23	0.000000       	0.000000       	0.000000       	0.000000       	0.576716       	0.000000       	0.000000       	1.178182       	0.097768       	0.148647       	0.203626       	0.219623       	0.252001       	0.257117       	0.256015       	0.260546       	0.206682       
RenoT0Control	2008-06-24	0.000000       	0.000000       	0.000000       	0.000000       	0.492571       	0.000000       	0.000000       	1.028786       	0.094102       	0.142592       	0.198903       	0.216524       	0.249827       	0.255666       	0.255113       	0.260060       	0.206661       
RenoT0Control	2008-06-25	0.000000       	0.000000       	0.000000       	0.000000       	0.423497       	0.000000       	0.000000       	1.169742       	0.090687       	0.136886       	0.194105       	0.213212       	0.247448       	0.254056       	0.254106       	0.259516       	0.206549       
RenoT0Control	2008-06-26	0.000000       	0.000000       	0.000000       	0.000000       	0.372606       	0.000000       	0.000000       	1.074620       	0.088111       	0.131969       	0.189715       	0.210127       	0.245220       	0.252548       	0.253164       	0.259007       	0.206374       
RenoT0Control	2008-06-27	0.000000       	0.000000       	0.000000       	0.000000       	0.324499       	0.000000       	0.000000       	1.338045       	0.085268       	0.126872       	0.184942       	0.206592       	0.242600       	0.250741       	0.252028       	0.258390       	0.206089       
RenoT0Control	2008-06-28	0.000000       	0.000000       	0.000000       	0.000000       	0.288951       	0.000000       	0.000000       	1.207138       	0.083292       	0.122491       	0.180602       	0.203329       	0.240169       	0.249065       	0.250974       	0.257819       	0.205777       
RenoT0Control	2008-06-29	0.000000       	0.000000       	8.600000       	0.000000       	0.266075       	0.000000       	0.000000       	0.909874       	0.242039       	0.131608       	0.176998       	0.200621       	0.238158       	0.247694       	0.250115       	0.257354       	0.205524       
RenoT0Control	2008-06-30	0.000000       	0.000000       	0.000000       	0.000000       	3.810756       	0.000000       	0.000000       	1.280453       	0.161898       	0.128993       	0.174293       	0.198204       	0.236186       	0.246224       	0.249163       	0.256829       	0.205236       
RenoT0Control	2008-07-01	0.000000       	0.000000       	1.200000       	0.000000       	1.426768       	0.000000       	0.000000       	1.073500       	0.158742       	0.125133       	0.170923       	0.195581       	0.234203       	0.244859       	0.248305       	0.256365       	0.204983       
RenoT0Control	2008-07-02	0.000000       	0.000000       	0.000000       	0.000000       	1.264008       	0.000000       	0.000000       	1.419366       	0.133365       	0.120775       	0.166917       	0.192343       	0.231704       	0.243105       	0.247194       	0.255760       	0.204653       
RenoT0Control	2008-07-03	0.000000       	0.000000       	0.000000       	0.000000       	0.667404       	0.000000       	0.000000       	1.012305       	0.121144       	0.117688       	0.163839       	0.189848       	0.229779       	0.241769       	0.246352       	0.255303       	0.204404       
RenoT0Control	2008-07-04	0.000000       	0.000000       	0.000000       	0.000000       	0.449593       	0.000000       	0.000000       	1.528987       	0.111666       	0.113560       	0.159708       	0.186386       	0.227057       	0.239836       	0.245123       	0.254633       	0.204038       
RenoT0Control	2008-07-05	0.000000       	0.000000       	0.000000       	0.000000       	0.339513       	0.000000       	0.000000       	1.468847       	0.104557       	0.109840       	0.155764       	0.183027       	0.224395       	0.237938       	0.243914       	0.253973       	0.203678       
RenoT0Control	2008-07-06	0.000000       	0.000000       	23.200000      	0.000000       	0.284426       	0.000000       	0.000000       	1.021130       	0.242039       	0.242039       	0.273585       	0.245959       	0.222915       	0.236503       	0.243003       	0.253477       	0.203407       
RenoT0Control	2008-07-07	0.000000       	0.000000       	0.800000       	0.000000       	3.379099       	0.000000       	0.000000       	1.363041       	0.186433       	0.238576       	0.242039       	0.242039       	0.235858       	0.235010       	0.242032       	0.252940       	0.203112       
RenoT0Control	2008-07-08	0.000000       	0.000000       	0.000000       	0.000000       	4.009506       	0.000000       	0.000000       	1.637109       	0.137196       	0.205361       	0.233817       	0.237615       	0.233136       	0.233177       	0.240857       	0.252291       	0.202755       
RenoT0Control	2008-07-09	0.000000       	0.000000       	0.000000       	0.000000       	1.592454       	0.000000       	0.000000       	1.419082       	0.122920       	0.186777       	0.226627       	0.233628       	0.230698       	0.231494       	0.239780       	0.251702       	0.202433       
RenoT0Control	2008-07-10	0.000000       	0.000000       	0.000000       	0.000000       	1.066520       	0.000000       	0.000000       	1.544447       	0.113129       	0.173229       	0.219663       	0.229457       	0.228049       	0.229645       	0.238595       	0.251054       	0.202078       
RenoT0Control	2008-07-11	0.000000       	0.000000       	0.000000       	0.000000       	0.791737       	0.000000       	0.000000       	1.545988       	0.105753       	0.162537       	0.213107       	0.225328       	0.225374       	0.227770       	0.237391       	0.250394       	0.201718       
RenoT0Control	2008-07-12	0.000000       	0.000000       	1.200000       	0.000000       	0.635510       	0.000000       	0.000000       	1.237511       	0.124656       	0.154287       	0.207526       	0.221803       	0.223134       	0.226210       	0.236389       	0.249845       	0.201417       
RenoT0Control	2008-07-13	0.000000       	0.000000       	0.800000       	0.000000       	0.737453       	0.000000       	0.000000       	1.459052       	0.130520       	0.146834       	0.201881       	0.218012       	0.220633       	0.224449       	0.235255       	0.249223       	0.201077       
RenoT0Control	2008-07-14	0.000000       	0.000000       	0.200000       	0.000000       	0.781543       	0.000000       	0.000000       	1.158990       	0.123134       	0.140998       	0.197152       	0.214850       	0.218597       	0.223027       	0.234339       	0.248720       	0.200802       
RenoT0Control	2008-07-15	0.000000       	0.000000       	0.000000       	0.000000       	0.612209       	0.000000       	0.000000       	1.518040       	0.113274       	0.134954       	0.191869       	0.211054       	0.216010       	0.221190       	0.233153       	0.248068       	0.200445       
RenoT0Control	2008-07-16	0.000000       	0.000000       	0.000000       	0.000000       	0.468526       	0.000000       	0.000000       	1.473488       	0.105962       	0.129555       	0.186855       	0.207356       	0.213461       	0.219374       	0.231979       	0.247423       	0.200092       
RenoT0Control	2008-07-17	0.000000       	0.000000       	0.000000       	0.000000       	0.383395       	0.000000       	0.000000       	1.298231       	0.100592       	0.124999       	0.182357       	0.203991       	0.211146       	0.217725       	0.230911       	0.246835       	0.199770       
RenoT0Control	2008-07-18	0.000000       	0.000000       	19.600000      	0.000000       	0.315617       	0.000000       	0.000000       	1.532126       	0.242039       	0.242039       	0.242039       	0.258910       	0.208704       	0.215789       	0.229657       	0.246145       	0.199392       
RenoT0Control	2008-07-19	0.000000       	0.000000       	0.000000       	0.000000       	2.623609       	0.000000       	0.000000       	1.129395       	0.186195       	0.239137       	0.239541       	0.242039       	0.214431       	0.214576       	0.228856       	0.245698       	0.199146       
RenoT0Control	2008-07-20	0.000000       	0.000000       	1.200000       	0.000000       	1.761293       	0.000000       	0.000000       	0.759516       	0.172896       	0.237141       	0.237823       	0.240555       	0.213330       	0.213759       	0.228311       	0.245392       	0.198977       
RenoT0Control	2008-07-21	0.000000       	0.000000       	0.200000       	0.000000       	2.898215       	0.000000       	0.000000       	1.251452       	0.141028       	0.208373       	0.235025       	0.238142       	0.211484       	0.212392       	0.227410       	0.244890       	0.198700       
RenoT0Control	2008-07-22	0.000000       	0.000000       	0.000000       	0.000000       	1.702540       	0.000000       	0.000000       	1.483735       	0.125053       	0.188644       	0.227595       	0.234010       	0.209079       	0.210687       	0.226299       	0.244277       	0.198364       
RenoT0Control	2008-07-23	0.000000       	0.000000       	0.000000       	0.000000       	1.111213       	0.000000       	0.000000       	1.487191       	0.114776       	0.174732       	0.220661       	0.229919       	0.206641       	0.208951       	0.225167       	0.243651       	0.198021       
RenoT0Control	2008-07-24	0.000000       	0.000000       	0.000000       	0.000000       	0.816960       	0.000000       	0.000000       	1.461912       	0.107224       	0.163909       	0.214193       	0.225917       	0.204213       	0.207217       	0.224034       	0.243025       	0.197678       
RenoT0Control	2008-07-25	0.000000       	0.000000       	0.200000       	0.000000       	0.639690       	0.000000       	0.000000       	1.402133       	0.105429       	0.155075       	0.208194       	0.222061       	0.201848       	0.205524       	0.222925       	0.242411       	0.197341       
RenoT0Control	2008-07-26	0.000000       	0.000000       	0.000000       	0.000000       	0.547678       	0.000000       	0.000000       	1.347006       	0.100108       	0.147641       	0.202623       	0.218363       	0.199559       	0.203881       	0.221848       	0.241814       	0.197014       
RenoT0Control	2008-07-27	0.000000       	0.000000       	0.000000       	0.000000       	0.450973       	0.000000       	0.000000       	1.398417       	0.095639       	0.140979       	0.197182       	0.214594       	0.197167       	0.202157       	0.220716       	0.241186       	0.196670       
RenoT0Control	2008-07-28	0.000000       	0.000000       	0.600000       	0.000000       	0.373657       	0.000000       	0.000000       	1.560021       	0.103521       	0.134628       	0.191612       	0.210550       	0.194506       	0.200228       	0.219450       	0.240485       	0.196285       
RenoT0Control	2008-07-29	0.000000       	0.000000       	0.000000       	0.000000       	0.387495       	0.000000       	0.000000       	1.254374       	0.098736       	0.129676       	0.186976       	0.207183       	0.192351       	0.198668       	0.218420       	0.239912       	0.195971       
RenoT0Control	2008-07-30	0.000000       	0.000000       	33.400000      	0.000000       	0.319661       	0.000000       	0.000000       	1.550444       	0.242039       	0.268949       	0.272841       	0.268267       	0.268477       	0.227763       	0.217160       	0.239213       	0.195587       
RenoT0Control	2008-07-31	0.000000       	0.000000       	0.000000       	0.000000       	3.362367       	0.000000       	0.000000       	1.459502       	0.170495       	0.242039       	0.242039       	0.243791       	0.268389       	0.260288       	0.216146       	0.238646       	0.195274       
RenoT0Control	2008-08-01	0.000000       	0.000000       	10.800000      	0.000000       	2.865446       	0.000000       	0.000000       	1.243934       	0.242039       	0.242039       	0.258719       	0.280938       	0.277293       	0.258882       	0.215270       	0.238154       	0.195002       
RenoT0Control	2008-08-02	0.000000       	0.000000       	0.200000       	0.000000       	3.364871       	0.000000       	0.000000       	1.460838       	0.174444       	0.238340       	0.242039       	0.242039       	0.267273       	0.267273       	0.225555       	0.237587       	0.194689       
RenoT0Control	2008-08-03	0.000000       	0.000000       	0.000000       	0.000000       	3.473510       	0.000000       	0.000000       	1.508044       	0.137128       	0.205400       	0.234069       	0.237846       	0.264494       	0.265436       	0.224480       	0.236994       	0.194362       
RenoT0Control	2008-08-04	0.000000       	0.000000       	0.000000       	0.000000       	1.606712       	0.000000       	0.000000       	1.512976       	0.122730       	0.186649       	0.226674       	0.233684       	0.261679       	0.263560       	0.223359       	0.236377       	0.194023       
RenoT0Control	2008-08-05	0.000000       	0.000000       	0.000000       	0.000000       	1.085031       	0.000000       	0.000000       	1.550984       	0.113010       	0.173126       	0.219696       	0.229502       	0.258790       	0.261617       	0.222192       	0.235734       	0.193670       
RenoT0Control	2008-08-06	0.000000       	0.000000       	7.600000       	0.000000       	0.852404       	0.000000       	0.000000       	0.884336       	0.242039       	0.181040       	0.214488       	0.226586       	0.256875       	0.260386       	0.221483       	0.235343       	0.193455       
RenoT0Control	2008-08-07	0.000000       	0.000000       	0.200000       	0.000000       	2.831053       	0.000000       	0.000000       	1.225615       	0.185744       	0.178130       	0.211836       	0.224273       	0.255010       	0.259001       	0.220616       	0.234860       	0.193188       
RenoT0Control	2008-08-08	0.000000       	0.000000       	0.000000       	0.000000       	2.841275       	0.000000       	0.000000       	1.466351       	0.137220       	0.166782       	0.206073       	0.220540       	0.252372       	0.257216       	0.219547       	0.234270       	0.192863       
RenoT0Control	2008-08-09	0.000000       	0.000000       	0.000000       	0.000000       	1.039492       	0.000000       	0.000000       	1.445583       	0.122866       	0.157534       	0.200590       	0.216850       	0.249725       	0.255415       	0.218465       	0.233673       	0.192535       
RenoT0Control	2008-08-10	0.000000       	0.000000       	0.000000       	0.000000       	0.738549       	0.000000       	0.000000       	1.334442       	0.113525       	0.149908       	0.195559       	0.213385       	0.247223       	0.253711       	0.217444       	0.233108       	0.192224       
RenoT0Control	2008-08-11	0.000000       	0.000000       	5.800000       	0.000000       	0.600229       	0.000000       	0.000000       	0.823418       	0.223733       	0.144385       	0.191776       	0.210876       	0.245460       	0.252548       	0.216771       	0.232734       	0.192018       
RenoT0Control	2008-08-12	0.000000       	0.000000       	2.600000       	0.000000       	2.105637       	0.000000       	0.000000       	0.899629       	0.230863       	0.142613       	0.189848       	0.209152       	0.244051       	0.251496       	0.216118       	0.232368       	0.191815       
RenoT0Control	2008-08-13	0.000000       	0.000000       	0.000000       	0.000000       	3.063569       	0.000000       	0.000000       	1.302608       	0.165625       	0.139848       	0.187052       	0.206676       	0.242038       	0.249997       	0.215177       	0.231843       	0.191525       
RenoT0Control	2008-08-14	0.000000       	0.000000       	0.000000       	0.000000       	1.618166       	0.000000       	0.000000       	1.170148       	0.135691       	0.134817       	0.183025       	0.203746       	0.239875       	0.248518       	0.214295       	0.231354       	0.191255       
RenoT0Control	2008-08-15	0.000000       	0.000000       	14.800000      	0.000000       	0.817681       	0.000000       	0.000000       	0.596728       	0.242039       	0.242039       	0.242039       	0.206997       	0.238533       	0.247643       	0.213802       	0.231077       	0.191103       
RenoT0Control	2008-08-16	0.000000       	0.000000       	0.000000       	0.000000       	2.807525       	0.000000       	0.000000       	1.174587       	0.182387       	0.239026       	0.239445       	0.204844       	0.236783       	0.246336       	0.212985       	0.230620       	0.190849       
