SIM CODE  	DATE      	CROP           	STAGE                  	THERMAL TIME   	CUM. BIOMASS   	AG BIOMASS     	ROOT BIOMASS   	FRAC INTERCEP  	TOTAL N        	AG N           	ROOT N         	AG N CONCN     	N FIXATION     	N ADDED        	N STRESS       	 WATER STRESS  	POTENTIAL TR   
-         	YYYY-MM-DD	-              	-                      	C-day          	Mg/ha          	Mg/ha          	Mg/ha          	-              	kg/ha          	kg/ha          	kg/ha          	g/kg           	kg/ha          	kg/ha          	%              	%              	mm/day         
RenoT0Control	2006-02-15	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-16	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-17	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-18	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-19	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-20	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-21	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-22	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-23	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-24	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-25	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-26	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-27	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-02-28	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-01	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-02	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-03	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-04	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-05	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-06	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-07	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-08	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-09	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-10	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-11	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-12	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-13	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-14	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-15	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-16	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-17	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-18	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-19	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-20	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-21	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-22	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-23	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-24	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-25	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-26	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-27	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-28	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-29	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-30	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-03-31	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-04-01	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-04-02	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-04-03	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-04-04	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-04-05	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-04-06	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-04-07	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-04-08	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-04-09	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-04-10	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-04-11	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-04-12	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-04-13	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-04-14	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-04-15	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-04-16	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-04-17	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-04-18	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-04-19	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-04-20	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-04-21	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-04-22	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-04-23	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-04-24	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-04-25	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-04-26	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-04-27	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-04-28	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-04-29	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
RenoT0Control	2006-04-30	FALLOW         	N/A                    	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       
